id,original_title,genres_id,vote_average
186622,Ainsi soient-elles,"18, 35",4.3
1232449,Young Hearts,"18, 10749",8.492
508442,Soul,"16, 10751, 35, 14",8.111
847,Willow,"14, 12, 28",7.019
335988,Transformers: The Last Knight,"28, 12, 878",6.1
337404,Cruella,"35, 80, 12",7.996
947891,My Old Ass,"35, 18, 10749",6.9
1412113,오징어 게임: 시즌2 제작 이야기,99,8.528
6977,No Country for Old Men,"80, 18, 53",7.944
10674,Mulan,"16, 10751, 12",7.905
4232,Scream,"80, 27, 9648",7.411
1203329,The Witcher: Sirens of the Deep,"16, 14, 28",7.0
1291559,余命一年の僕が、余命半年の君と出会った話。,"10749, 18",8.4
995984,母性,"18, 9648",7.9
870028,The Accountant 2,"80, 53, 28",0.0
24,Kill Bill: Vol. 1,"28, 80",7.969
1186532,The Forge,"18, 10751",8.342
1144962,Transmorphers: Mech Beasts,"28, 878",5.6
640,Catch Me If You Can,"18, 80",7.978
10537,The Doors,"10402, 18, 36",7.1
284052,Doctor Strange,"28, 12, 14",7.418
8681,Taken,"28, 53",7.396
1116490,Cash Out,"28, 53",6.3
420809,Maleficent: Mistress of Evil,"10751, 14, 12, 28",7.3
324544,In the Lost Lands,"14, 12, 28",5.9
1331375,Dominique,"28, 53",7.1
938614,Late Night with the Devil,27,7.151
59068,Suor Emanuelle,"18, 80, 27",5.2
882569,Guy Ritchie's The Covenant,"10752, 28, 53",7.758
353081,Mission: Impossible - Fallout,"28, 12",7.428
101,Léon,"80, 18, 28",8.302
68721,Iron Man 3,"28, 12, 878",6.9
1234821,Jurassic World Rebirth,"878, 12, 53",0.0
91314,Transformers: Age of Extinction,"878, 28, 12",5.9
1226578,Longlegs,"80, 27, 53",6.6
744275,After We Fell,"10749, 18",7.034
82702,How to Train Your Dragon 2,"14, 28, 12, 16, 35, 10751",7.7
135348,Tabu,18,5.0
974950,Emilia Pérez,"18, 53",6.715
1214508,Sujo,18,6.5
1232449,Young Hearts,"18, 10749",8.492
893723,PAW Patrol: The Mighty Movie,"10751, 35, 12, 16",7.05
47971,xXx: Return of Xander Cage,"28, 12, 80",6.134
610219,The Fire Inside,"36, 18",7.3
102382,The Amazing Spider-Man 2,"28, 12, 878",6.5
324544,In the Lost Lands,"14, 12, 28",5.9
77338,Intouchables,"18, 35",8.272
281957,The Revenant,"37, 18, 12",7.533
14574,The Boy in the Striped Pyjamas,"18, 10752, 36",7.827
458156,John Wick: Chapter 3 - Parabellum,"28, 53, 80",7.443
1148694,东北警察故事2,"28, 80, 18",7.5
969681,Spider-Man: Brand New Day,"878, 28",0.0
615173,마녀 2,"28, 9648, 53, 878",7.3
24402,Emmanuelle,"18, 10749",5.972
140607,Star Wars: The Force Awakens,"12, 28, 878",7.263
1234821,Jurassic World Rebirth,"878, 12, 53",0.0
1280461,Dirty Ice Cream,18,4.0
527774,Raya and the Last Dragon,"16, 10751, 14, 28, 12",7.84
1225767,蟲師 特別篇「日蝕む翳」,"16, 14, 9648",9.0
197,Braveheart,"28, 18, 36, 10752",7.942
1075456,O'Dessa,"10402, 18, 878",6.3
350,The Devil Wears Prada,"18, 35",7.391
1317276,映画 ギヴン 海へ,"16, 10749",10.0
9732,The Lion King II: Simba's Pride,"10751, 12, 16, 28",7.0
77,Memento,"9648, 53",8.177
140607,Star Wars: The Force Awakens,"12, 28, 878",7.263
851644,20세기 소녀,"10749, 18",8.2
439079,The Nun,27,5.893
1029575,The Family Plan,"28, 35",7.257
275010,Christa,18,5.2
896499,フルーツバスケット－prelude－,"16, 18, 10749",7.0
87101,Terminator Genisys,"878, 28, 53, 12",5.938
512200,Jumanji: The Next Level,"12, 35, 14",6.895
1280461,Dirty Ice Cream,18,4.0
1226293,Salitan,"18, 10749",3.0
976734,Canary Black,"28, 53, 80",6.3
893723,PAW Patrol: The Mighty Movie,"10751, 35, 12, 16",7.05
791373,Zack Snyder's Justice League,"28, 12, 14",8.1
165,Back to the Future Part II,"12, 35, 878",7.768
433808,The Ritual,"27, 53, 9648",6.261
259693,The Conjuring 2,27,7.29
77338,Intouchables,"18, 35",8.272
578,Jaws,"27, 53, 12",7.664
524434,Eternals,"878, 28, 12",6.823
901362,Trolls Band Together,"16, 10751, 10402, 14, 35",7.3
1371727,Sing: Thriller,"16, 10751, 35, 10402",7.2
337339,The Fate of the Furious,"28, 80, 53",6.862
1495,Kingdom of Heaven,"18, 28, 12, 36, 10752",7.0
1214508,Sujo,18,6.5
2109,Rush Hour,"28, 35, 80",7.044
242,The Godfather Part III,"80, 18, 53",7.4
460229,Kiss and Kill,"9648, 53, 10749",5.4
934433,Scream VI,"27, 80, 53",7.001
49013,Cars 2,"16, 10751, 12, 35",6.1
766507,Prey,"53, 28, 878",7.696
1269108,Santet Segoro Pitu,"27, 53",6.0
62177,Brave,"16, 12, 35, 10751, 28, 14",7.02
73861,Srpski film,"80, 27, 53",5.5
1212142,Kinda Pregnant,"35, 10749",5.522
954,Mission: Impossible,"12, 28, 53",6.991
1075789,The Ballad of Davy Crockett,28,5.3
436270,Black Adam,"28, 12, 878",6.873
198184,Chappie,"80, 28, 878",6.787
329865,Arrival,"18, 878, 9648",7.612
40108,Η Μαύρη Εμμανουέλα,"80, 18, 53",6.3
58595,Snow White and the Huntsman,"12, 14, 18",6.0
353491,The Dark Tower,"14, 28, 878",5.8
39254,Real Steel,"28, 878, 18",7.0
610219,The Fire Inside,"36, 18",7.3
190859,American Sniper,"10752, 28",7.422
38700,Bad Boys for Life,"53, 28, 80",7.133
995803,Arena Wars,"28, 878, 53, 35, 27",5.1
24402,Emmanuelle,"18, 10749",5.972
609681,The Marvels,"878, 12, 28",6.017
4951,10 Things I Hate About You,"35, 10749, 18",7.6
718930,Bullet Train,"28, 35, 53",7.44
438695,Sing 2,"16, 10751, 10402, 35",7.85
75656,Now You See Me,"53, 80",7.335
423108,The Conjuring: The Devil Made Me Do It,"27, 9648, 53",7.4
20760,Lilo & Stitch 2: Stitch Has a Glitch,"16, 10751, 35, 878",6.659
375834,"It's Called 'Murder', Baby",9648,6.3
39254,Real Steel,"28, 878, 18",7.0
87101,Terminator Genisys,"878, 28, 53, 12",5.938
1032823,Trap,"80, 53, 27",6.3
161,Ocean's Eleven,"53, 80",7.444
460229,Kiss and Kill,"9648, 53, 10749",5.4
937278,A Man Called Otto,"35, 18",7.752
214756,Ted 2,"35, 14",6.307
9552,The Exorcist,27,7.731
985939,Fall,53,7.141
640,Catch Me If You Can,"18, 80",7.978
1086747,The Watchers,"14, 27, 9648",6.433
209112,Batman v Superman: Dawn of Justice,"28, 12, 14",5.976
1329336,The Bad Guys: Haunted Heist,"16, 35",7.0
713704,Evil Dead Rise,"27, 53",6.9
286217,The Martian,"18, 12, 878",7.688
1056648,Le Procès du Chien,35,6.2
1422,The Departed,"18, 53, 80",8.159
1075789,The Ballad of Davy Crockett,28,5.3
2105,American Pie,"35, 10749",6.586
399579,Alita: Battle Angel,"28, 878, 12",7.2
106,Predator,"878, 28, 12, 53",7.532
135348,Tabu,18,5.0
1318917,Rüzgara Bırak,10749,5.6
67395,L.E.T.H.A.L. Ladies: Return to Savage Beach,"28, 53",6.1
1023922,MaXXXine,"27, 9648, 80",6.4
896499,フルーツバスケット－prelude－,"16, 18, 10749",7.0
127585,X-Men: Days of Future Past,"28, 12, 878",7.527
51482,DEATH NOTE リライト ～幻視する神～,"10770, 80, 18, 14, 53, 16",7.9
345940,The Meg,"28, 878, 27",6.249
1215162,Kill 'em All 2,"28, 80, 53",6.7
299537,Captain Marvel,"28, 12, 878",6.802
1186532,The Forge,"18, 10751",8.342
420817,Aladdin,"12, 14, 10749, 10751",7.096
341174,Fifty Shades Darker,"18, 10749",6.478
1041613,Immaculate,"27, 9648, 53",6.2
1171640,GTMAX,"28, 80",6.123
561,Constantine,"14, 28, 27",7.103
420809,Maleficent: Mistress of Evil,"10751, 14, 12, 28",7.3
100402,Captain America: The Winter Soldier,"28, 12, 878",7.655
264859,Sechs Schwedinnen auf der Alm,"10749, 35",6.6
68555,デスノート：リライト2 Lを継ぐ者,"10770, 53, 16, 80, 18, 14",7.304
12155,Alice in Wonderland,"10751, 14, 12",6.637
609681,The Marvels,"878, 12, 28",6.017
604,The Matrix Reloaded,"12, 28, 53, 878",7.056
348893,Boyka: Undisputed IV,"28, 18, 53",7.1
1813,The Devil's Advocate,"18, 9648, 53, 27",7.467
530915,1917,"10752, 36, 53, 18",8.0
763215,Damsel,"14, 28, 12",7.027
1212142,Kinda Pregnant,"35, 10749",5.522
246655,X-Men: Apocalypse,"28, 12, 878, 14",6.513
1221451,Salawahan,"18, 53",5.5
635302,劇場版「鬼滅の刃」無限列車編,"16, 28, 14, 53",8.209
70160,The Hunger Games,"878, 12, 14",7.215
436270,Black Adam,"28, 12, 878",6.9
22705,Tra(sgre)dire,"35, 18, 10749",5.7
613504,After We Collided,"10749, 18",7.17
868759,Ghosted,"28, 35, 10749",6.9
23168,The Town,"80, 18, 53",7.219
253935,Emmanuelle au 7ème ciel,"18, 878",5.5
166426,Pirates of the Caribbean: Dead Men Tell No Tales,"12, 28, 14",6.653
345,Eyes Wide Shut,"18, 53, 9648",7.5
1013601,The Alto Knights,"18, 80",6.287
615457,Nobody,"28, 53",7.927
1241748,Kalikot,18,6.8
742317,Игры детей взрослого возраста,18,0.0
640146,Ant-Man and the Wasp: Quantumania,"28, 12, 878",6.294
920,Cars,"16, 12, 35, 10751",6.993
2109,Rush Hour,"28, 35, 80",7.044
11970,Hercules,"16, 10751, 14, 12, 35, 10749",7.5
44214,Black Swan,"18, 53, 27",7.687
1087192,How to Train Your Dragon,"14, 12, 10751, 28",0.0
181808,Star Wars: The Last Jedi,"12, 28, 878",6.78
49530,In Time,"28, 53, 878",6.969
1087822,Hellboy: The Crooked Man,"14, 27, 28",5.3
73723,The Lorax,"16, 10751",6.5
165,Back to the Future Part II,"12, 35, 878",7.768
190859,American Sniper,"10752, 28",7.422
679,Aliens,"28, 53, 878",7.951
679,Aliens,"28, 53, 878",7.951
510,One Flew Over the Cuckoo's Nest,18,8.414
637,La vita è bella,"35, 18",8.448
1771,Captain America: The First Avenger,"28, 12, 878",6.999
1408248,오징어 게임: 벽난로,,6.132
38055,Megamind,"16, 28, 35, 10751, 878",6.997
157350,Divergent,"28, 12, 878",6.915
194,Le Fabuleux Destin d'Amélie Poulain,"35, 10749",7.916
1020784,爆裂點,"80, 28",6.0
4247,Scary Movie,35,6.361
273481,Sicario,"28, 80, 53",7.411
337339,The Fate of the Furious,"28, 80, 53",6.862
1010335,主婦と性生活,18,1.0
10897,The Little Rascals,"10749, 35, 10751",6.8
26973,Pretty Baby,18,7.0
329,Jurassic Park,"12, 878",7.952
901362,Trolls Band Together,"16, 10751, 10402, 14, 35",7.3
1291434,Maliko,18,4.5
141,Donnie Darko,"14, 18, 9648",7.771
10403,The Player,"9648, 18, 53, 35, 80",7.196
679,Aliens,"28, 53, 878",7.951
6844,The Ten Commandments,"18, 36",7.8
190859,American Sniper,"10752, 28",7.422
855,Black Hawk Down,"28, 10752, 36",7.387
360920,The Grinch,"16, 10751, 35, 14",6.861
438148,Minions: The Rise of Gru,"16, 35, 10751, 12",7.3
436969,The Suicide Squad,"28, 35, 12",7.489
744276,After Ever Happy,"10749, 18",6.807
120467,The Grand Budapest Hotel,"35, 18",8.042
613504,After We Collided,"10749, 18",7.17
345940,The Meg,"28, 878, 27",6.249
1219158,Lover,"10749, 18",7.2
72105,Ted,"35, 14",6.44
38055,Megamind,"16, 28, 35, 10751, 878",6.997
157350,Divergent,"28, 12, 878",6.915
496450,Miraculous - le film,"16, 14, 28, 10749, 10751",7.637
56292,Mission: Impossible - Ghost Protocol,"28, 53, 12",7.094
1771,Captain America: The First Avenger,"28, 12, 878",6.999
27098,Lust och fägring stor,"18, 10749, 10752",6.4
1221451,Salawahan,"18, 53",5.5
56292,Mission: Impossible - Ghost Protocol,"28, 53, 12",7.094
1771,Captain America: The First Avenger,"28, 12, 878",6.999
27098,Lust och fägring stor,"18, 10749, 10752",6.4
152601,Her,"10749, 878, 18",7.85
1221451,Salawahan,"18, 53",5.5
82690,Wreck-It Ralph,"10751, 16, 35, 12",7.341
68555,デスノート：リライト2 Lを継ぐ者,"10770, 53, 16, 80, 18, 14",7.304
10403,The Player,"9648, 18, 53, 35, 80",7.196
630,The Wizard of Oz,"12, 14, 10751",7.6
141,Donnie Darko,"14, 18, 9648",7.771
453405,Gemini Man,"878, 28, 12, 53",6.281
565770,Blue Beetle,"28, 878, 12",6.708
1302004,Kaskasero,18,6.0
74,War of the Worlds,"12, 53, 878",6.514
70160,The Hunger Games,"878, 12, 14",7.215
840326,Sisu,"28, 10752, 12",7.419
698508,Redeeming Love,"10749, 18, 37",7.8
3933,Corpse Bride,"10749, 14, 16",7.58
259316,Fantastic Beasts and Where to Find Them,"14, 12",7.316
1056648,Le Procès du Chien,35,6.2
481871,엄마의 직업,18,5.2
1047373,The Silent Hour,"80, 53, 28",6.6
273477,Scouts Guide to the Zombie Apocalypse,"35, 27",6.5
336843,Maze Runner: The Death Cure,"878, 28, 12, 53",7.1
162,Edward Scissorhands,"14, 18, 10749",7.716
18,Le Cinquième Élément,"878, 28, 12",7.553
119450,Dawn of the Planet of the Apes,"878, 28, 18, 53",7.33
184345,A Haunted House 2,"35, 27",6.1
343611,Jack Reacher: Never Go Back,"28, 53",5.993
1219158,Lover,"10749, 18",7.2
967847,Ghostbusters: Frozen Empire,"14, 12, 35",6.504
260535,The Little Rascals Save the Day,35,6.2
339403,Baby Driver,"28, 80",7.447
585511,Luck,"16, 12, 35, 14",7.8
1265,Bridge to Terabithia,"12, 18, 10751",7.3
257211,The Intern,35,7.22
260346,Taken 3,"53, 28",6.258
1212742,The Rule of Jenny Pen,"53, 27, 18",7.2
7485,Shooter,"18, 28, 53",7.119
207,Dead Poets Society,18,8.302
10897,The Little Rascals,"10749, 35, 10751",6.8
509,Notting Hill,"10749, 35",7.263
177677,Mission: Impossible - Rogue Nation,"28, 12",7.207
742317,Игры детей взрослого возраста,18,0.0
820525,After Everything,"10749, 18",6.889
360784,Hidden,"53, 27",6.895
49530,In Time,"28, 53, 878",6.969
57800,Ice Age: Continental Drift,"16, 35, 12, 10751",6.381
32657,Percy Jackson & the Olympians: The Lightning Thief,"12, 14, 10751",6.211
601,E.T. the Extra-Terrestrial,"878, 12, 10751, 14",7.515
260346,Taken 3,"53, 28",6.258
26973,Pretty Baby,18,7.0
8835,Legally Blonde,"35, 10749",6.787
341174,Fifty Shades Darker,"18, 10749",6.478
176,Saw,"27, 9648, 80",7.417
166428,How to Train Your Dragon: The Hidden World,"16, 10751, 12",7.744
253935,Emmanuelle au 7ème ciel,"18, 878",5.5
510,One Flew Over the Cuckoo's Nest,18,8.414
93456,Despicable Me 2,"16, 35, 10751",6.931
1013601,The Alto Knights,"18, 80",6.3
399579,Alita: Battle Angel,"28, 878, 12",7.2
840705,Blink Twice,"9648, 53",6.7
240832,Lucy,"28, 878",6.46
21208,Orphan,"27, 53",6.995
1059128,Queer,"18, 10749",6.751
5492,Gunner,"28, 53, 80",5.4
697843,Extraction 2,"28, 53, 80",7.432
480530,Creed II,"18, 28",7.0
1096197,No Way Up,"53, 27, 28",6.3
4248,Scary Movie 2,35,5.794
646097,Rebel Ridge,"80, 28, 53, 18",6.986
530915,1917,"10752, 36, 53, 18",8.0
207,Dead Poets Society,18,8.302
910838,Bella,27,5.0
1376879,Địa đạo: Mặt trời trong bóng tối,"10752, 36",0.0
273477,Scouts Guide to the Zombie Apocalypse,"35, 27",6.5
594767,Shazam! Fury of the Gods,"35, 28, 14",6.5
1360733,Verano en diciembre,35,5.7
16859,魔女の宅急便,"16, 10751, 14",7.824
320288,Dark Phoenix,"878, 28, 12",5.971
1066262,The Convert,"28, 18",6.1
11836,The SpongeBob SquarePants Movie,"10751, 16, 35, 14, 12",7.029
1158416,En attendant la nuit,"18, 27",5.3
204082,Homefront,"28, 53",6.942
8046,Gigli,"35, 80, 18, 10749",4.1
1208491,"Zak & Wowo, la légende de Lendarys","16, 12, 14",5.5
1059128,Queer,"18, 10749",6.75
954,Mission: Impossible,"12, 28, 53",6.991
5492,Gunner,"28, 53, 80",5.4
1359,American Psycho,"53, 18, 80",7.404
1241755,TL,18,7.0
4922,The Curious Case of Benjamin Button,"18, 14, 10749",7.59
46195,Rio,"16, 12, 35, 10751",6.739
979275,Mob Land,"28, 80, 53",5.5
646385,Scream,"27, 9648, 53, 80",6.668
493529,Dungeons & Dragons: Honor Among Thieves,"12, 14, 35",7.3
16859,魔女の宅急便,"16, 10751, 14",7.824
177677,Mission: Impossible - Rogue Nation,"28, 12",7.207
35,The Simpsons Movie,"16, 35, 10751",7.009
234072,団地妻　女の匂い,,0.0
89,Indiana Jones and the Last Crusade,"12, 28",7.8
1408248,오징어 게임: 벽난로,,6.188
9757,Norbit,35,5.7
826510,Harold and the Purple Crayon,"10751, 12, 14, 35",6.8
600,Full Metal Jacket,"18, 10752",8.125
1072371,Jules,"35, 878, 18",7.249
1291434,Maliko,18,4.5
616446,Brothers,"28, 35, 80",6.0
884605,No Hard Feelings,"35, 10749",6.753
1066262,The Convert,"28, 18",6.1
50646,"Crazy, Stupid, Love.","35, 18, 10749",7.264
7555,Rambo,"28, 53, 10752",6.683
1084863,Le Mangeur d'âmes,"53, 27, 80, 9648",6.2
118340,Guardians of the Galaxy,"28, 878, 12",7.9
9880,The Princess Diaries,"35, 10751, 10749",6.966
520763,A Quiet Place Part II,"878, 53, 27",7.473
1949,Zodiac,"80, 18, 9648, 53",7.526
1158416,En attendant la nuit,"18, 27",5.3
124905,Godzilla,"28, 18, 878",6.341
1041613,Immaculate,"27, 9648, 53",6.2
125509,Wrong Turn 5: Bloodlines,"27, 53",5.4
1106739,Juror #2,"80, 18",6.828
1247597,Salve Maria,18,7.1
1579,Apocalypto,"28, 18, 36",7.583
760104,X,"27, 9648, 53",6.738
1151949,The Shadow Strays,"28, 80, 53",7.246
335797,Sing,"16, 35, 10751, 10402",7.112
256088,心猿意馬,"10749, 18",5.0
37135,Tarzan,"10751, 12, 16, 18",7.394
772,Home Alone 2: Lost in New York,"35, 10751, 12",6.8
745,The Sixth Sense,"9648, 53, 18",7.952
537230,継承盃,35,6.0
937287,Challengers,"18, 10749",7.0
234072,団地妻　女の匂い,,0.0
141213,Prigione di donne,18,4.7
273248,The Hateful Eight,"18, 9648, 37",7.754
1425816,Barbie & Teresa: Recipe for Friendship,"16, 10751, 35",7.7
1302916,Heart Eyes,"27, 35, 9648, 10749",6.3
1225377,The Mouse Trap,"27, 53",4.236
9792,The Hills Have Eyes,"27, 53",6.434
184345,A Haunted House 2,"35, 27",6.1
10830,Matilda,"35, 10751, 14",7.2
529203,The Croods: A New Age,"16, 10751, 12, 14, 35",7.465
399566,Godzilla vs. Kong,"28, 878, 12",7.578
979275,Mob Land,"28, 80, 53",5.5
1020784,爆裂點,"80, 28",6.0
86331,Q,"18, 10749",6.286
388,Inside Man,"80, 18, 53",7.394
1047373,The Silent Hour,"80, 53, 28",6.6
663712,Terrifier 2,"27, 53",6.7
1135869,Kelas Bintang - Salome,"18, 10749",10.0
13183,Watchmen,"9648, 28, 878",7.336
1562,28 Weeks Later,"27, 53, 878",6.614
10229,A Walk to Remember,"18, 10749",7.756
400535,Sicario: Day of the Soldado,"28, 80, 53",6.931
10528,Sherlock Holmes,"28, 12, 80, 9648",7.214
645757,That Christmas,"16, 35, 10751, 14, 12",7.2
826937,시누이의 맛 2,10749,6.3
19908,Zombieland,"35, 27",7.26
370172,No Time to Die,"28, 53, 12",7.4
62211,Monsters University,"16, 10751",7.038
996821,You're Cordially Invited,35,5.9
619264,El hoyo,"18, 878, 53",6.966
7131,Van Helsing,"27, 12, 28",6.371
9023,Spirit: Stallion of the Cimarron,"16, 12, 10751, 18, 37, 10749",7.692
37135,Tarzan,"10751, 12, 16, 18",7.394
460458,Resident Evil: Welcome to Raccoon City,"28, 27, 878",5.969
1949,Zodiac,"80, 18, 9648, 53",7.526
21316,Leroy & Stitch,"16, 35, 10751, 10770",6.6
984324,Le salaire de la peur,28,6.2
98566,Teenage Mutant Ninja Turtles,"878, 28, 12, 35",5.9
646097,Rebel Ridge,"80, 28, 53, 18",6.986
310131,The Witch,"27, 14, 18",7.0
397243,The Autopsy of Jane Doe,"27, 9648",6.8
500664,Upgrade,"28, 53, 878",7.492
1084863,Le Mangeur d'âmes,"53, 27, 80, 9648",6.2
14324,Virgin Territory,"12, 28, 35, 10749",4.8
728949,Nightbitch,"35, 27",5.8
105825,聊齋三集之燈草和尚,"27, 18, 14",5.5
55685,Avere vent'anni,35,5.8
916192,夏へのトンネル、さよならの出口,"16, 18, 10749, 14, 878",7.7
1100988,28 Years Later,"27, 53, 878",0.0
13183,Watchmen,"9648, 28, 878",7.336
197158,Pornô!,"18, 27, 14, 35",5.2
400535,Sicario: Day of the Soldado,"28, 80, 53",6.931
270946,Penguins of Madagascar,"10751, 16, 12, 35",6.527
1232827,Pigen med nålen,"18, 36",7.6
1302004,Kaskasero,18,6.0
9919,How to Lose a Guy in 10 Days,"35, 10749",6.819
191295,少女潘金蓮,"18, 36",4.7
646683,The Exorcism,"27, 53",5.1
140300,Kung Fu Panda 3,"28, 12, 16, 35, 10751",6.909
744276,After Ever Happy,"10749, 18",6.807
384527,Dolce... calda Lisa,18,4.8
335797,Sing,"16, 35, 10751, 10402",7.112
1562,28 Weeks Later,"27, 53, 878",6.614
1895,Star Wars: Episode III - Revenge of the Sith,"12, 28, 878",7.4
278927,The Jungle Book,"10751, 12, 18, 14",6.863
1196943,छावा,"36, 28, 18",7.1
9479,The Nightmare Before Christmas,"14, 16, 10751",7.836
1014590,Upgraded,"10749, 35",7.2
810693,劇場版 呪術廻戦 0,"16, 28, 14",8.1
49444,Kung Fu Panda 2,"16, 10751, 35",7.035
49521,Man of Steel,"28, 12, 878",6.631
508586,젊은장모,10749,7.2
55685,Avere vent'anni,35,5.8
1144577,Scissors,"27, 35",3.0
402,Basic Instinct,"53, 9648",6.928
98566,Teenage Mutant Ninja Turtles,"878, 28, 12, 35",5.9
254128,San Andreas,"28, 18, 53",6.2
5175,Rush Hour 2,"28, 35, 80",6.744
397243,The Autopsy of Jane Doe,"27, 9648",6.8
278927,The Jungle Book,"10751, 12, 18, 14",6.863
984324,Le salaire de la peur,28,6.2
562,Die Hard,"28, 53",7.798
8856,The Karate Kid Part II,"12, 18, 28, 10749, 10751",6.297
1084863,Le Mangeur d'âmes,"53, 27, 80, 9648",6.2
1734,The Mummy Returns,"12, 28, 14",6.372
453,A Beautiful Mind,"18, 10749",7.856
974635,Hit Man,"35, 10749, 80",6.8
364433,Lo chiamavano Jeeg Robot,"18, 28, 878",7.417
810693,劇場版 呪術廻戦 0,"16, 28, 14",8.1
49444,Kung Fu Panda 2,"16, 10751, 35",7.035
49521,Man of Steel,"28, 12, 878",6.631
508586,젊은장모,10749,7.2
567811,10 Lives,"16, 35, 10751, 14",7.8
55685,Avere vent'anni,35,5.8
1144577,Scissors,"27, 35",3.0
1100988,28 Years Later,"27, 53, 878",0.0
385128,F9,"28, 12, 80",7.053
402,Basic Instinct,"53, 9648",6.928
254128,San Andreas,"28, 18, 53",6.2
5175,Rush Hour 2,"28, 35, 80",6.744
278927,The Jungle Book,"10751, 12, 18, 14",6.863
984324,Le salaire de la peur,28,6.2
562,Die Hard,"28, 53",7.798
8856,The Karate Kid Part II,"12, 18, 28, 10749, 10751",6.297
541671,From the World of John Wick: Ballerina,"28, 53, 80",0.0
1734,The Mummy Returns,"12, 28, 14",6.372
453,A Beautiful Mind,"18, 10749",7.856
1010600,The Strangers: Chapter 1,"27, 53",5.8
125509,Wrong Turn 5: Bloodlines,"27, 53",5.4
1082195,The Order,"80, 18, 53",6.6
949423,Pearl,27,7.241
283366,Miss Peregrine's Home for Peculiar Children,"14, 12, 18, 10751, 53",6.837
5175,Rush Hour 2,"28, 35, 80",6.744
567811,10 Lives,"16, 35, 10751, 14",7.8
400155,Hotel Transylvania 3: Summer Vacation,"16, 35, 10751, 14",6.9
2251,Unfaithful,"53, 18, 10749",6.7
870360,The Day the Earth Blew Up: A Looney Tunes Movie,"10751, 35, 16, 878",7.7
1209290,Justice League: Crisis on Infinite Earths Part Three,"16, 878, 28",7.317
758323,The Pope's Exorcist,"27, 53",6.96
465595,달콤한섹스,"10749, 18",7.1
